0.000000, 0.000000
0.002712, 0.020000
0.002861, 0.040000
0.003090, 0.060000
0.003405, 0.080000
0.003826, 0.100000
0.004329, 0.120000
0.004786, 0.140000
0.005074, 0.160000
0.005329, 0.180000
0.005239, 0.200000
0.004477, 0.220000
0.003475, 0.240000
0.002561, 0.260000
0.001872, 0.280000
0.001357, 0.300000
0.000945, 0.320000
0.000712, 0.340000
0.000964, 0.360000
0.001527, 0.380000
0.002479, 0.400000
0.004109, 0.420000
0.005201, 0.440000
0.004695, 0.460000
0.003178, 0.480000
0.002746, 0.500000
0.002495, 0.520000
0.002246, 0.540000
0.002243, 0.560000
0.003320, 0.580000
0.005163, 0.600000
0.004179, 0.620000
0.002032, 0.640000
0.000987, 0.660000
0.000900, 0.680000
0.002081, 0.700000
0.004682, 0.720000
0.004773, 0.740000
0.002873, 0.760000
0.002479, 0.780000
0.002222, 0.800000
0.003075, 0.820000
0.005381, 0.840000
0.002662, 0.860000
0.001009, 0.880000
0.001119, 0.900000
0.003397, 0.920000
0.005177, 0.940000
0.002827, 0.960000
0.002272, 0.980000
0.002343, 1.000000
0.005121, 1.020000
0.002717, 1.040000
0.000846, 1.060000
0.001640, 1.080000
0.005018, 1.100000
0.003126, 1.120000
0.002377, 1.140000
0.002348, 1.160000
0.005351, 1.180000
0.001916, 1.200000
0.000825, 1.220000
0.003462, 1.240000
0.003999, 1.260000
0.002544, 1.280000
0.002280, 1.300000
0.005398, 1.320000
0.001595, 1.340000
0.001124, 1.360000
0.004922, 1.380000
0.002890, 1.400000
0.002245, 1.420000
0.004541, 1.440000
0.002418, 1.460000
0.000842, 1.480000
0.004540, 1.500000
0.002938, 1.520000
0.002236, 1.540000
0.004917, 1.560000
0.001811, 1.580000
0.001260, 1.600000
0.005384, 1.620000
0.002646, 1.640000
0.002394, 1.660000
0.004132, 1.680000
0.000681, 1.700000
0.004166, 1.720000
0.002853, 1.740000
0.002210, 1.760000
0.005241, 1.780000
0.000868, 1.800000
0.003582, 1.820000
0.002896, 1.840000
0.002212, 1.860000
0.004894, 1.880000
0.000672, 1.900000
0.004702, 1.920000
0.002707, 1.940000
0.002484, 1.960000
0.002848, 1.980000
0.001167, 2.000000
0.004922, 2.020000
0.002266, 2.040000
0.005104, 2.060000
0.001012, 2.080000
0.003971, 2.100000
0.002723, 2.120000
0.002634, 2.140000
0.002150, 2.160000
0.001873, 2.180000
0.003201, 2.200000
0.002212, 2.220000
0.003532, 2.240000
0.001193, 2.260000
0.004043, 2.280000
0.002211, 2.300000
0.004307, 2.320000
0.001030, 2.340000
0.004312, 2.360000
0.002214, 2.380000
0.004065, 2.400000
0.001181, 2.420000
0.003623, 2.440000
0.002212, 2.460000
0.002908, 2.480000
0.001816, 2.500000
0.002917, 2.520000
0.002579, 2.540000
0.001598, 2.560000
0.003756, 2.580000
0.002602, 2.600000
0.004988, 2.620000
0.000675, 2.640000
0.005230, 2.660000
0.002220, 2.680000
0.003336, 2.700000
0.001917, 2.720000
0.002775, 2.740000
0.003892, 2.760000
0.000908, 2.780000
0.005398, 2.800000
0.002228, 2.820000
0.003168, 2.840000
0.002288, 2.860000
0.002690, 2.880000
0.004962, 2.900000
0.000762, 2.920000
0.003816, 2.940000
0.002350, 2.960000
0.001415, 2.980000
0.005033, 3.000000
0.002249, 3.020000
0.003134, 3.040000
0.002727, 3.060000
0.002563, 3.080000
0.005321, 3.100000
0.001383, 3.120000
0.002771, 3.140000
0.004856, 3.160000
0.000838, 3.180000
0.003140, 3.200000
0.003572, 3.220000
0.000670, 3.240000
0.003768, 3.260000
0.002681, 3.280000
0.000870, 3.300000
0.004448, 3.320000
0.002451, 3.340000
0.000969, 3.360000
0.004631, 3.380000
0.002442, 3.400000
0.000931, 3.420000
0.004366, 3.440000
0.002571, 3.460000
0.000788, 3.480000
0.003652, 3.500000
0.003372, 3.520000
0.000719, 3.540000
0.003069, 3.560000
0.004700, 3.580000
0.001029, 3.600000
0.002758, 3.620000
0.005401, 3.640000
0.001830, 3.660000
0.002529, 3.680000
0.003745, 3.700000
0.003741, 3.720000
0.002238, 3.740000
0.001783, 3.760000
0.005421, 3.780000
0.002359, 3.800000
0.000753, 3.820000
0.003150, 3.840000
0.004921, 3.860000
0.001444, 3.880000
0.002565, 3.900000
0.003484, 3.920000
0.004557, 3.940000
0.002202, 3.960000
0.001095, 3.980000
0.003599, 4.000000
0.004669, 4.020000
0.001387, 4.040000
0.002530, 4.060000
0.002902, 4.080000
0.005084, 4.100000
0.002305, 4.120000
0.000677, 4.140000
0.002828, 4.160000
0.005187, 4.180000
0.003324, 4.200000
0.002207, 4.220000
0.001095, 4.240000
0.003269, 4.260000
0.005206, 4.280000
0.002403, 4.300000
0.002238, 4.320000
0.001293, 4.340000
0.003475, 4.360000
0.005142, 4.380000
0.002425, 4.400000
0.002223, 4.420000
0.001120, 4.440000
0.003114, 4.460000
0.005427, 4.480000
0.003490, 4.500000
0.002212, 4.520000
0.000691, 4.540000
0.002755, 4.560000
0.003736, 4.580000
0.005175, 4.600000
0.002900, 4.620000
0.001216, 4.640000
0.002323, 4.660000
0.001554, 4.680000
0.003459, 4.700000
0.005405, 4.720000
0.003849, 4.740000
0.002267, 4.760000
0.000840, 4.780000
0.002543, 4.800000
0.001888, 4.820000
0.003713, 4.840000
0.005372, 4.860000
0.004044, 4.880000
0.002354, 4.900000
0.001039, 4.920000
0.002301, 4.940000
0.001298, 4.960000
0.002945, 4.980000
0.004116, 5.000000
0.005358, 5.020000
0.004343, 5.040000
0.002465, 5.060000
0.002210, 5.080000
0.000819, 5.100000
0.002428, 5.120000
0.001346, 5.140000
0.002889, 5.160000
0.003471, 5.180000
0.005075, 5.200000
0.005149, 5.220000
0.004166, 5.240000
0.002699, 5.260000
0.001708, 5.280000
0.002201, 5.300000
0.000758, 5.320000
0.002407, 5.340000
0.001144, 5.360000
0.002751, 5.380000
0.002255, 5.400000
0.003372, 5.420000
0.004316, 5.440000
0.005265, 5.460000
0.005248, 5.480000
0.004826, 5.500000
0.003962, 5.520000
0.003014, 5.540000
0.002443, 5.560000
0.001769, 5.580000
0.002211, 5.600000
0.001087, 5.620000
0.002223, 5.640000
0.000752, 5.660000
0.002261, 5.680000
0.000791, 5.700000
0.002521, 5.720000
0.001080, 5.740000
0.002649, 5.760000
0.001399, 5.780000
0.002732, 5.800000
0.001720, 5.820000
0.002810, 5.840000
0.002030, 5.860000
0.002899, 5.880000
0.002301, 5.900000
0.002988, 5.920000
0.002493, 5.940000
0.003057, 5.960000
0.002584, 5.980000
0.003070, 6.000000
0.002555, 6.020000
0.003026, 6.040000
0.002404, 6.060000
0.002943, 6.080000
0.002175, 6.100000
0.002851, 6.120000
0.001880, 6.140000
0.002767, 6.160000
0.001555, 6.180000
0.002697, 6.200000
0.001232, 6.220000
0.002597, 6.240000
0.000935, 6.260000
0.002409, 6.280000
0.000666, 6.300000
0.002256, 6.320000
0.000873, 6.340000
0.002199, 6.360000
0.001370, 6.380000
0.002258, 6.400000
0.002280, 6.420000
0.003009, 6.440000
0.003960, 6.460000
0.004829, 6.480000
0.005249, 6.500000
0.005270, 6.520000
0.004325, 6.540000
0.003172, 6.560000
0.002926, 6.580000
0.001617, 6.600000
0.002621, 6.620000
0.000793, 6.640000
0.002246, 6.660000
0.001094, 6.680000
0.002240, 6.700000
0.002687, 6.720000
0.004156, 6.740000
0.005169, 6.760000
0.005077, 6.780000
0.003561, 6.800000
0.002155, 6.820000
0.002680, 6.840000
0.000818, 6.860000
0.002239, 6.880000
0.001378, 6.900000
0.002529, 6.920000
0.004326, 6.940000
0.005363, 6.960000
0.004127, 6.980000
0.002313, 7.000000
0.002670, 7.020000
0.000697, 7.040000
0.002204, 7.060000
0.002047, 7.080000
0.004028, 7.100000
0.005376, 7.120000
0.003727, 7.140000
0.002814, 7.160000
0.000977, 7.180000
0.002229, 7.200000
0.001764, 7.220000
0.003831, 7.240000
0.005408, 7.260000
0.003324, 7.280000
0.002732, 7.300000
0.000716, 7.320000
0.002191, 7.340000
0.002881, 7.360000
0.005174, 7.380000
0.003754, 7.400000
0.001639, 7.420000
0.002309, 7.440000
0.001345, 7.460000
0.003468, 7.480000
0.005432, 7.500000
0.002715, 7.520000
0.002619, 7.540000
0.000884, 7.560000
0.002500, 7.580000
